319,APTX-4869,5,2018-12-08,"我TM吹爆！这是一部看完想让人出去荡秋千的片！华纳应该来看看多个不为人所知的超级英雄的电影怎么拍！有成长有救赎有令人想哭的死亡也有令人捧腹大笑的场景（还不是妇联那种强行联动）还解决了一直以来的cp站队问题！高中组配Gwen成人组配MJ！画面太美了（这是我见过的最会玩的片头logo）（回头等bd到了截图自己打印海报去） 配乐又长又棒还经典以及各种应景（所以ost也是躲不掉的了） 最后 给那些看不起动画片的人一句""Do you have a problem with comic?"""
262,徐若风,5,2018-12-16,"从头到尾全程炸裂，简直都要从银幕上炸出来了。塞彩蛋、组情怀、家庭情感，每张牌都打炸，一举超越MCU的所有真人超级英雄电影。
平行宇宙的拼贴概念不仅打破了次元壁，还打通了动画电影和漫威漫画的界限，同时也贯通在了美术作画和主题核心之中。实在是太棒了。"
209,陀螺凡达可,4,2018-12-16,今年最好看的商业动画片，美漫改编电影的最完美形态。
287,貓之,2,2018-12-17,视效可以，编剧略烂。
193,木卫二,3,2018-12-14,“做你自己”的老生长谈，以及又一套颜色正确的、绝对安全低龄、纯娱乐向的宇宙拓宽类型，尤其是穿插而来的其他“被咬”宇宙，真的是画风乱飞，最后全幕乱扭。
155,同志亦凡人中文站,4,2018-12-15,看过的蜘蛛侠系列最佳，漫威这是要冲击奥斯卡最佳动画的节奏啊！六个宇宙的蜘蛛侠（女）集合大作战，有成长有恶搞有热血，时不时还打破次元壁一下。Stan Lee老爷子特出的彩蛋好感人~~~~~~~~~“每个超级英雄都不孤单！”
168,谢谢你们的鱼,5,2018-12-16,太特么好看了，年度最佳动画，最佳超级英雄电影，最佳镜头设计，最佳视觉效果，最佳配乐，最佳场面设计，没想到索尼哥伦比亚居然掀起了一场全新的动画革命！
185,西楼尘,3,2018-12-16,不熟悉的超能力总归会熟悉，不合身的蜘蛛服以后会合身，每个人不都是这样跌跌撞撞长成了大人。练习着弹跳节奏，把控着吐丝能力，仿佛被毒蛛咬过的身体某天开始发育，这个世界宣告你要承担更大的责任了。所以长了肚腩的彼得·帕克，最不想听这句话，只想在穿梭来的平行时空里，对心爱的女孩说一声抱歉。
154,私～川流,4,2018-12-13,我一直喜欢动画多过电影，是因为动画角色能干电影里不合逻辑的事，能拍电影里做不到的镜头。这部漫画风的动画把动画的这一特性发挥充分，也是很可爱了。老彼得帕克又丧又帅的。
131,翻滚吧！蛋堡,4,2018-12-13,技术上已经无可挑剔，丰富酷炫的视觉持续轰炸，还原美漫风格好评！但作为“平行宇宙”想象力还是匮乏了些，蜘蛛侠除了形态不同基本都是青少年勇于迈出自我的老路子，建议和《瑞克和莫蒂》学学脑洞。
153,罗黛若,5,2018-12-14,这才叫漫改！这个美术，这个情节，这个剧本，简直无可指摘啊！
127,Z星驰007,3,2018-12-21,已经对这种超级英雄寻找个人存在价值和成长蜕变的剧情产生免疫了，看着好累。
89,大奇特(Grinch),3,2018-12-14,《黑豹》之后继续发“黑”优势，充分发挥动画的长处，做到了真人电影无法企及的动作场面和镜头表现，利用美漫的风格做优化，但仍走不出青少年成长的老路。前半部分算不错，后面次元壁（日本女和猪猪侠出现后）打破的平行宇宙出现后，完全出戏了。116分钟篇幅无法交代六只蜘蛛，何况过了一半时间才有第三只现身，都是鸡肋。
104,Reaper,5,2018-12-05,年度最佳动画电影。甚至可以去掉动画两个字：近年来最优秀的超级英雄电影之一。迪士尼的套路统治太久了，把蜘蛛侠这种老IP如此玩出花儿来，真的太难得了。
75,焚紙樓,5,2018-12-13,給分的理由在Spider-Man: Homecoming當年就講完了。然而，即使如此，這片還是遠遠超乎了我的預期，硬生生讓「DC動畫遠勝漫威動畫」這套公論從此空出一道缺口。老帕克和小麥爾攀牆夜談的一幕可列入年度最佳電影調度top20。
91,江湖遠人,4,2018-12-22,千万不要当蜘蛛侠的Uncle，会没命的。
64,哪吒男,3,2018-12-21,有意思，戏外的人都说“大杂烩，江郎才尽”；戏里的人总说“别让我孤军奋战。”
90,二月鸟语,5,2018-12-16,年度最佳！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！一定要看IMAX！
93,HiLaura,3,2018-12-20,总觉得豆瓣评价过高啊…六个平行空间的蜘蛛侠联合确实很有噱头可是毕竟是电影，延展空间有限，这么有看点的一个题材也拍得挺中庸的，而且剧情也有很多没逻辑说不过去的地方
50,风间隼,3,2018-12-16,剧情玩得很脱线，七只平行宇宙蜘蛛侠，包括勇敢正义的黑人版，一失败一玩完的白人版，还有面目模糊的黑面版、动物版、白女和黄女版，基本上把现在的种族身份政治光谱覆盖到了。动作场面是美式的硬核和绚烂，故意调低了帧数以突出力度感。有真人版玩不出来的奇趣。
110,何为,1,2018-12-18,Zzzz
56,Peter Cat,5,2018-12-19,再次验证了一个简单道理，最好好莱坞电影永远也就是每个时代最好的先锋电影。
60,Velox,5,2018-12-09,看过的视觉冲击力最强的动画电影没有之一，色彩斑斓运镜华丽，画面中填满了元素却从来不显得杂乱，更可贵的是它奇迹般地有着一个配得上这个画面的上佳故事：所有关键设定，剧情转折和人物抉择都服务于主角的成长这一主题，扣得严丝合缝。片中有6个蜘蛛侠，尤其是在男二彼得帕克更具人格魅力的情况下，叙事焦点也从未被喧宾夺主，三幕下来将这一常见的主题讲得少见的丰满透彻。高潮部分有几个无伤大雅的小毛病，但不影响此片堪为所有相似题材动画与商业片的模范。
34,张小北,5,2018-12-22,本身就是一部完成度很高的超级英雄电影，保持类型特色的同时又有颠覆和创新，而出色的动画形式又值得加1星。
49,CyberKnight电子骑士,5,2018-12-17,太惊喜了！远超过预告片给我的印象。基本锁定年度最佳动画片！画面效果，2D结合3D，立体感极强，视角丰富多样，特别是结尾几场戏简直令人眼花缭乱！场面丝毫不输真人商业大片，镜头方面更是达到了真人电影不敢想象的绚丽程度。堪称最还原漫画风格的电影/动画片：对话气泡、分格画面还有拟声词的运用都很到位。蜘蛛侠的故事其实已经在大银幕上被讲过三轮了，但本片依然能把这个元初故事讲出新意。索尼动画这次真是为漫威开了条新路。要说不足，主要是结尾故事仍然略弱，对反派的塑造依然很单薄。总结一下：年度最佳动画片！近年来的动画片突破之作，开风气之先！近年来最佳的超级英雄电影之一。0.9亿成本能做到这样，相当了不起！本片太能反映好莱坞动画片整体水准了——人家是工业推动创意，我们这里还是创意拉着工业奋力前行！
60,Steve&Ham,2,2018-12-21,黑人侠，女权侠，亚裔侠，致敬侠，甚至还有猪猪侠，只有噱头，没有个性，抢了主角的戏，没有推动主线剧情。看到一半就已经完全出戏。接着就看到左前一女开始聊微信，偶尔拍几张照片，最后发完朋友圈也心满意足地走了。。。嗯，这比电影精彩
45,土小豆,3,2018-12-19,Leap of faith究竟是怎样的一个顿悟？故事情节真的是吐槽无能…可能我本身对蜘蛛侠和突破次元壁这种事情都不感冒…还一下子来了6个…anyway 画面很适合动漫爱好者去看的会很爽 蜘蛛侠迷可以自寻彩蛋 整部影片脑洞新奇有趣 梗也不少 值得三星 但真的没有9分…
40,what'swilliam,3,2018-12-21,3.7星。It's cool but not that fucking cool。1.漫画风十足，眼花缭乱。2.官方吐槽满满。3.各版本蜘蛛侠集合后，画风突变，有看王祖贤赵雅芝贾玲大战法海之感。4.蜘蛛侠集合的设定其实与迪士尼公主集合异曲同工，不过后者给路人带来的震撼度肯定比前者更高，这部的大集合其实更多是满足漫画迷的心愿。5.一直对漫画界“平行宇宙”的设定无感，商业化操作意味很浓，感觉和肥皂剧编不下去了另起一页重写差不多。
38,内陆飞鱼,4,2018-12-21,这个片子玩高级了，就像掉进一个绚丽的万花筒，沉溺在色彩缤纷里无法挣脱，就像戴着耳机打电玩，每一步踩着拍子前进，目不暇接，耳不暇闻，白人、非裔、亚裔，甚至宠物界、机甲界都讨好了，要想象力有想象力，要人物有人物，要三观有三观，好看，好听，好玩，可能是明年奥斯卡最佳动画长片了。
27,法兰西胶片,4,2018-12-22,汤浅政明：我才是最大的IP。
31,寒枝雀静,4,2018-12-21,B / 蜘蛛网的视觉形象简直完全契合这部里打破时空结界的概念啊。在最cliche的剧情里利用动画形式插入了好几次有趣的时间皱缩，从而完成了套路中的自我解构。叙事的节奏变得跌宕生姿，略有残缺的剧作也发散了出来。彻底被丧Parker圈粉，去平行时空偶遇一个相识又不相识的人然后突然和ta说对不起可真是浪漫到吐血......
35,时间之葬,4,2018-12-21,从视觉和概念而言，这就是属于大银幕的波普艺术
30,把噗,5,2018-12-21,燃哭了，年度最佳之一。
42,架构师,1,2018-12-21,特效场面和城市的夜景画面，如果是真人版的话一定是一场视觉盛宴。然而是个动画片，动画片有什么好看的。假如《速度与激情7》拍成动画片你会看吗？肯定不看。这个同理。
56,huang,2,2018-12-21,咋感觉没有以前动画片好看了。配音尴尬……剧情还是那样，也就特效比较好，两颗星……
45,CWW,1,2018-12-21,小资的精神鸦片
22,王大根,4,2018-12-22,视效真的是大型嗑药片，蜘蛛侠对于平行世界的自己的幻想果然也是（像钢铁侠一样拥有无数战服的）有钱人！
42,Lacie,3,2018-12-16,画面很牛，故事很弱智
37,阿德,5,2018-12-16,画风、剪辑、配乐，吹爆。
21,Lycidas,3,2018-12-22,3.5 还是有点失望，视效绝对叹为观止，但内核主旨简直保守敷衍到令人无语，和黑豹同样，不是说主角换成黑人就能解决什么问题，可惜了相当不错的点子。超级英雄电影最终还是只能停留在家庭伦理的层面，也许真的无法要求更多了。
22,欢乐分裂,4,2018-12-21,核心依然是关乎「家庭」和「成长」——好莱坞主流商业类型片永恒的母题，前者描摹偏弱，但后者在众人皆知的原IP基础上开发出不俗新意，的确有惊喜之处。小径分岔的平行宇宙模式已然常见，在完美还原漫画分镜的加持下，呈现出生机样貌，群像分屏应用得当，字幕显形内心戏，剪辑配乐都相当出彩，呈现出一流的工业水准；流畅运镜与天马行空的调度，彰显动画制作的独到优势，且表现形式可谓与时俱进。让人感触的是，脱离超级英雄装备等身即开挂的窠臼，以较大篇幅刻画一个怯懦犹疑的孩子如何成长，如何在自卑惶惑中作出坚持自我的选择，以及中年蜘蛛侠与常人无异的各种人生困顿，两两相照，各自寻回接渡自己的方式。较有遗憾的是，蜘蛛侠大会，另外几个角色有凑数酱油之嫌。
20,无耻不混蛋,4,2018-12-16,年度最佳漫威超级英雄电影，必须是这部动画片。一下子集齐了“6大蜘蛛侠”，以非常规、反套路的方式，打破了各种“次元壁”，少年蜘蛛侠与彼得·帕克在树林里荡蛛丝以及最后的高潮段落，画面之瑰丽炫目，我已经无法用言语来形容。最具魅力的彼得·帕克，最好的“蜘蛛侠成长故事”。
17,路西法尔,4,2018-12-21,贝吉塔老师早有明言：不要和搞笑漫画人物打架
9,太阳共和国,4,2018-12-24,既然都逃学看龙猫了，不如就把它一起看了...故事并不特别，特别的是视效，如果不是这个视效，同样的故事，可以想象一下会减多少分。所以在影片中故事没有那么重要，至少没有好莱坞说的那么重要，重要的是所有因素的综合效果。一部不好的电影不是故事不好，而是综合效果不好，牛逼的导演照样可以把烂故事拍得抓人，特吕弗甚至说一个好故事因为太好了，整个电影会受制与它，所以一定拍不出好电影。这视效算是另类风格（游戏，MV，广告）的一次逆袭，主流总是把它当成不入流，说这种花里胡哨的视效无法支持电影时长，且难以被大众接受，现在我们知道主流错了，它不但能够支撑，能够被接受，而且还做得很棒，甚至有可能反客为主，这可比一根筋地用3D技术做拟真的动画好太多了，希望它能为CG动画产业带来一些改变。
13,文森特九六,4,2018-12-22,阿萨亚斯的言论再次被验证:好莱坞用最顶尖的技术生产最大众的实验艺术。剧作的常规、口水和瘦小被迈出通俗半步的视听调度所托起，漫威&迪士尼惯用的审美定式终于被辩证的丢弃，已消失十余年的汉纳·巴贝特卡通风格于此东山再起。
14,儒,3,2018-12-21,在美国动画里这是形式创新，但在世界动画就不算啊；看的时候想到了京骚戏画和双斩少女，这部对我的形式震撼远远达不到那两个TV动画作品，然后我自问，如果那两个作品连续给我放120分钟呢？想了一会还是觉得会比这个好看多了…不怎么新鲜好看的形式还套了一个superhero大俗套故事，纽约也没有被新形式表现出什么新感觉，まだまだだね
13,天马星,5,2018-12-21,毫无疑问这是今年最好的漫改电影，还原了漫画的视觉效果酷炫先锋，人物弧度与节奏的完美把控使得116分钟无一幀废戏。向马奎尔的初代蜘蛛侠和加菲尔德的超凡蜘蛛侠的一一致敬，完成了一次超越蜘蛛侠的自我传承，重新续写了邻家英雄史诗，最后归结到「人人皆为蜘蛛侠」的信念，不正是每个爱上《蜘蛛侠》的漫画迷的初心吗？鉴于今年冲奥片子的质量，我真的想把奥斯卡最佳影片、动画、改编剧本、视觉效果、艺术指导、原声配乐都给这部电影。
15,黄青蕉,5,2018-12-30,感觉又一个电影技术新纪元开始了，而蜘蛛侠还是画风最酷炫屌的那个英雄
26,SleepWalker,5,2018-12-16,年度最佳动画比以往来的要晚一些，而且也是今年最佳超级英雄电影，接受反驳，但别找我。在大银幕上首次看到漫画感如此强烈的动画电影，2d与3d的无缝衔接相当漂亮，无论是生活场景还是动作桥段都无可挑剔，能截图拿来当壁纸的画面数不胜数，美术设计加一百个鸡腿。登场角色繁多但处理得当，笑点频出好不痛快。而故事的内核在绚烂的表象之下并没有羸弱不堪，关于主角自身蜕变的内在动力清晰明确，比如今用外在动力驱使着主角去完成一个又一个任务而敷衍塑造的一系列扁平化的真人超级英雄电影要强不少。这也能够使人们回过头来思考那个最初的问题，为什么我们会乐此不疲的痴迷超级英雄电影，因为“人人都可以戴上那个面具。”不多说了，现在我得打开ps4去扮演彼得帕克了。
13,犹在镜中,2,2018-12-24,跟我讨厌看美国那些实证研究一样，精致的平庸，掩盖一切差异，追求虚妄的pluralism.
21,YthguaN,5,2018-12-16,PP&MJ的cp老粉激动哭了 我永远爱这位好邻居
12,瓜子酱,3,2018-12-07,索尼今年大力开发蜘蛛侠宇宙的又一大动作，包括之前的《毒液》之内的连扳两城？直接抛出平行宇宙概念，变出数位蜘蛛侠，成功扩大了蜘蛛侠IP的宇宙空间，在抵抗漫威的路上越来越有叫板的实力。抛开其他，其实这次的延伸毫无新意：一个还在校园、用QQ、穿AJ的黑皮肤新蜘蛛侠主角。本来他的警察爸爸、反派叔叔是很有趣的设定，但叔叔这集就领便当，爸爸虽然这集还没相认但估计以后也是个搞笑的主。不过，平行宇宙这概念就保证多少年粉丝和票房了，未来与过去的穿梭也能让彼得帕克做更多事。这是要一直拍动画片的节奏。这不，下集就是1967年的蜘蛛人了，会不会和现实世界的斯坦利老爷子有交集？一颗赛艇！
17,柯里昂,4,2018-12-16,三星半。看完有一股赶紧把已经吃灰整两个月的漫威蜘蛛侠重新耍起来的冲动。
11,恶魔的步调,5,2018-12-22,literally看哭啊。虽然是ＣＧＩ，但比较有意思，ＣＧＩ贴上了漫画网点，还有许多像对话框啊之类的漫画原生态元素，而且做成了定格动画的节奏——之前有人说可惜有点帧数不足，说是可能国内硬转3D电影的关系，如果真是那样，那就无心插柳了——但说回来，如果真做成定格动画，那此片真的可以传世啊。
16,九只苍蝇撞墙,4,2018-12-22,3.5。虽然每个好莱坞片都是以亲情团圆家人拥抱作为恶俗的结尾，但这一版动画片过程眼花缭乱和漫画形式结合得恰到好处，算是美式视觉创造中一个不那样无聊俗套的有趣小型爆发。遗憾的是我认为的最亮点潘妮帕克和她的蜘蛛侠机械人没啥特别出彩的表现机会。
8,思路乐,5,2018-12-22,没得说了，年度最佳动画电影&最佳超英电影。视觉效果简直无敌，现在动画基本都是2D的平面风格、3D的精美画面或是三渲二那种不伦不类的画风。而这部电影简直是场艺术盛宴：2D画风的延展和柔和+3D电脑制作的空间感与细节精密度；夸张的运动镜头和色彩设计；极其带感的掉帧画面感；配上网格底面、拟声词和台词框所特地营造的漫画感，那种浓厚的画面表现力简直要冲出屏幕一般令人难忘。完美的践行了那句名言“动画并不是单纯的炫技，而是服务于实拍无法呈现的剧情”。这已经不是单纯的商业动画了，这是艺术。就动画的艺术性而言，我想在近五年的所有动画片里只有《春宵苦短，少女前进吧》能够与之相抗衡。
18,谷十二,2,2018-12-21,垃圾3d效果
9,NullPointer,4,2018-12-23,蜘蛛侠的飞索和跳跃的合理性背后是城市即丛林的合理性深入人心。从这个角度说，美式超级英雄已经进入了现实世界。。而中国的武侠还是只能藏身于历史的罅隙间，在反复火烧红莲寺和霍元甲陈真叶问三代拳打洋鬼子之后，侠影远去，和我们的世界再无关涉。这时候不由得羡慕起在每个分支宇宙都有蜘蛛侠出没的纽约了
16,JIMMYs,1,2018-12-22,大失所望，这部电影的配音，在我看来是制作事故了，所有配音几乎都没有情绪，让观众的共情感为零，浪费了精美的画面 #最强贺岁档#之#蜘蛛侠：平行宇宙# 补充:我很喜欢这影片的预告片，所以尽快去看了，看的英文原版，但是发现所有声优都是一个平淡的语调，可能是故意这样配的，但是我觉得效果很不好，让观众没有代入感 。再补充: 从预告片我就觉得本片负责画面的导演或者美术，是天才级的人才，只是万万没想到，天才严重偏科了，智力点都加在了视觉上，这部片的听觉方面上灾难级的
12,妙可中国,4,2018-12-16,年底的大惊喜，用动画形式呈现了真人电影所无法制造的视觉奇观和场面调度，尤其是与漫画的结合及多画风的兼容都足以让观众沉浸在这种快节奏中，即便是近乎乏味的英雄成长故事也在这种大解构当中焕发新生，至少不落俗套。ps：开场就对蜘蛛侠3里那段愚蠢舞蹈的调侃先让我大笑三声！
15,内有恶犬,4,2018-12-14,复古美漫风格绝赞，网点质感清晰可见，完全是一本动起来的漫画书！小黑蛛的懵懂诞生和隔壁宇宙彼得·B·帕克的中年危机并行，六个蜘蛛侠各异画风的碰撞每秒都有惊喜。年度最佳超英电影，还附赠一颗史上最棒的斯坦·李彩蛋。
10,猪大腿,5,2018-12-19,隔壁迪士尼再来二十个公主也不是这Fantastic 6/Big Hero 6/666个人的对手。如果你喜欢蜘蛛侠，如果你喜欢看漫画，如果你喜欢看电影，你一定会爱上这一部。片尾字幕泪目。
15,TWY,4,2018-12-15,今年最喜欢的超英，毫不费力地引入漫画平行宇宙的概念，并优秀地再造了蜘蛛侠的故事，提醒了我们为什么他一直会是最具人气的角色。
14,阿暖,5,2018-12-16,今年最喜欢的超级英雄电影，可能也会是喜欢过的唯一一部超级英雄电影。以为最大看点会是超酷的视觉风格，没有想到还是被青春片的内核抓住。我真的不能看青春片，怎么可以这么温柔……哭到最后落荒而逃。
7,圆首的秘书,5,2018-12-21,"4.5 《蜘蛛侠：平行宇宙》是一部漫威电影。这是一句废话，但要从两方面说：一方面，在视觉创意和空间呈现上，影片在今年所有动画片里罕有敌手，几项视效专利绝对不是盖的，而根本上说，这又得归功于影片从各个角度重新归拢了“次元”这个概念——2D和3D，漫画和动画，日漫和美漫，代表“过去”的黑白和“现在”的彩色，以及物理上的次元：水平的和垂直的，此宇宙和彼宇宙。它源于漫威，但也高于漫威，两个小时看下来，绝对让人眼花缭乱。
另一方面，影片的文本水平却始终滞留在漫威次元里，实在有点尴尬，哪怕一股脑地把男性与女性、白人与黑人、人与动物、儿子与父亲等等揉进故事当中，未免还是有些单薄。"
23,hello_story,5,2018-12-14,"我心目中的年度最佳动画电影！以前的蜘蛛侠电影看的时候总觉得有点遗憾在于，把从获得能力到变身超级英雄的过程简化了，仿佛拥有能力就能所向披靡，但这部电影充分展现了从摩天高楼一跃而下之前需要集聚多少勇气和决心。
酷炫的美漫风快要溢出银幕，平行宇宙碰撞的视效十分华丽，原声配乐真的好听到哭！笑点、泪点还有属于每一个蜘蛛侠的闪光时刻，应有尽有。开头Peter的牺牲和Miles父亲隔着门的自白最戳中我。剧情其实并非真的不落窠臼，但是各方面的高水准足以弥补。对于一部漫画改编的电影来说，好像也没有什么别的可以要求了。奶一口明年的奥斯卡最佳动画长片！
2018.12.07 @ODEON Limitness Preview"
9,生人回避,5,2018-12-22,当迪士尼以为自己用《复联3》和《无敌破坏王2》坐利渔翁横扫颁奖季的时候，索尼求生欲极强的先后甩出《毒液》和《蜘蛛侠：平行宇宙》赶上末班车以示友好。
15,peter,5,2018-12-13,满分！年度前三！炸裂！
7,雨前羽街,5,2018-12-21,真是棒，感觉被人家远远的甩开了
18,Grey,3,2018-12-21,视觉很出彩，但毫无节制，疲劳
14,猴头虫,5,2018-12-16,太好看了！太炫了！二维和三维的切换，对话框和分镜的植入，漫画用大小写文字的声效！看得出来就算科技再发展，也要把经典二维手绘留住的那种力量！
23,银谷,5,2018-12-17,好看到电影结束你想和大街上的陌生人手拉手在寒风中转圈圈，无敌的视觉效果彻底激活了你身上每一个被生活，被寒冬摧残的细胞。6个蜘蛛侠每一个都比真人版的有趣，美漫风格的分镜画面与节奏音乐的配合堪称完美，简直是灵魂画师和灵魂配乐者一边热吻，一边听着最High的摇滚乐制作出来的杰作！
9,路有冻死宇,3,2018-12-21,从小黑哥被咬到目击年轻彼得·帕克孤军作战，几乎没什么危情的铺垫，死亡来得非常突兀，催促其余人物登场的意图比较明显。“真人电影达不到的程度”本应该是做动画的基本要求，但恐怕《无敌破坏王2》更配得上这个评价。这部蜘蛛侠酷则酷矣，但是质感像是升级版的综艺素材包真心让人出戏。老套的剧情配上平行时空的设定就脱俗了吗？不，是乘以六的疲惫感，今年最好的动画仍是《狼屋》。
9,判官赵,4,2018-12-16,视效和声效爆炸，基本没尿点，把“世界（宇宙）上另一个我”的概念玩的太好了，简直泪目，相反黑蜘蛛成长这条线就中规中矩。决战场面那么长真是有钱了不起噢。各种玩梗，最喜欢萝莉蜘蛛侠和废柴蜘蛛侠。今年北美动画炸了。
7,超人叔叔,3,2018-12-21,新颖的英雄叙事角度 动画中的刺激和冲突程度远超电影；可惜3D很减分 今年唯一一部看到头晕 可以说体验很不友好了.....IMAX34
9,何小沁,4,2018-12-17,当蜘蛛侠真人电影在不断翻拍中落入窠臼，这部动画版带来十足新意，无敌破坏王2令我失望后，这部可以登顶年度最佳动画了。特效总会有天花板，而动画片天马行空的想象力、灵活酷炫的运镜和动作设计打破了这层天花板。这一次我要抛弃迪士尼，大喊一声索尼大法好。本片不仅重新盘活了蜘蛛侠IP，更以平行宇宙的巧妙方式将散乱的美漫原著进行了一次整合和推进。一个小蜘蛛已经够逗了，六位蜘蛛侠一起耍宝斗嘴简直不能更热闹，不禁要佩服主创们的脑洞。在全世界动画都越来越皮克斯的时候，还能看到这样的复古美漫风，看到2D/3D画面、来自不同次元的角色如此自然而富有创意的拼贴，看到酣畅淋漓的热血打斗，弥足珍贵。在无与伦比的视觉体验之外，超英片传统的成长故事线亦没有敷衍，是一部没有短板的爆米花大片。斯坦李去世后的第二个彩蛋，台词泪目。
