163,乌鸦火堂,4,2018-12-15,首映，4星，变形金刚的壳，铁巨人的核，新导演风格大变，几乎成为萌宠电影，温情和诙谐为主，大黄蜂卖萌+功夫高手，打斗不多算养眼，远谈不上狂轰滥炸，就一个小品剧。但拍得还不错，耐克哥是真爱粉，就为了赛博坦之战的CG，就为擎天柱和多位汽车人霸天虎的G1造型，还有那首《the touch》，情怀燃爆，比卖拷贝那堆破铜烂铁强太多！加分！
173,子午寅丑,4,2018-12-21,导演要拍续集了，请问耐克还缺继承人吗？
166,豆豆评影,1,2019-01-04,不管你腻不腻，我反正腻了
184,在熙,1,2019-01-04,片名可以改成18岁少女青春日记，除了前5分钟后面都是一个少女的bbbbb，全程都是尿点，毫无爆点，变形金刚重启就这么毁了。
126,焚紙樓,1,2018-12-28,上一集太少變形，這一集太少金剛。既然復刻不出第一集的莊嚴（是的，柯博文在眾車圍陣下聳立大地的一景能以莊嚴名狀之），何不把G1風大戰多拍一百分鐘？
101,私～川流,4,2018-12-22,比变4也就好看出一百个变5。//大黄蜂，原来你是这样的小可爱，开心的时候还会晃脚丫。// 做为表情最丰富的汽车人，又是fast car，本片过后大黄蜂玩具估计会人气爆棚；因为男孩女孩都和大黄蜂很搭，这样家长就有借口给他们自己买玩具了。
131,rune1121,2,2019-01-04,我和我的宠物的故事。不说很烂，但是非常平庸的作品。汽车人是不是离开人类的饲养就无法独立生存？？一而再再而三削弱变形金刚的存在感，变形金是金属生命体的传奇，而不是哆啦A梦！！要知道，真要想体现跨物种的情感纠葛，必须要有直指人心的剧本，缺少好的剧本，你把大黄蜂当狗拍，也不会有共鸣！怪不得这片票房在所有市场都异常惨淡。反观国内各种刷情怀刷萌宠。你说不好看，那就是喜欢爆炸贝，也不知道这黑白二元论谁想出来的。。。这本来就不是特效片，其实去掉片酬比海王 碟中谍还多的投资了，这样特效你是坑了多少钱？说是剧情片，这么低龄的剧本好意思说自己是剧情片，那小猪佩奇 汪汪队也是了。退一万步，真是剧情片，是我们不识货，丫预告片干嘛把能放的打斗镜头都放进去了，算是诈骗吧。。。但是一想是腾讯爸爸投资的，预祝国内票房一枝独秀
95,喵尔摩丝,4,2018-12-11,ET+瓦力+超能陆战队+壁花少年(啥？)+水形物语(嗯？)Travis不愧是动画片小能手，把变形金刚都能拍成萌宠。少女和大黄蜂在自我修复的路途上成为旅伴，是彼此最好的运气。还蛮意外一部漫改电影能把重心放在情感上，娓娓道来的成长物语残酷却也不失温情。真人角色没有哪个是脸谱化的、非黑即白的，各自都有人的温度和人的弱点，这也让整个故事的推进十分合理，单这点就非常难得了。
118,何处不挨刀,1,2019-01-04,卖萌都是鸡贼的表现。片名应该叫《青春期少女与她的二逼电子宠物》或者《重生之我是大黄蜂》。既然是变形金刚了那么我就是想看大电影里大哥间用激光斧和流星锤互殴，把开头的两分钟乘以20最好，真希望剧情是开头十分钟赵喜娜把大黄蜂打成齑粉，然后擎天柱黑化率领汽车人联合霸天虎对地球展开血腥的复仇，美苏放弃冷战携手击退外星机体维护地球安全，最后里根和戈秃在擎天柱和威震天的头做成的办公桌前握手宣布世界和平。
97,魔人究究,4,2018-12-27,丧逼看了会微笑系列
89,Reaper,4,2018-12-05,和卖拷贝那些比起来，真的太优秀了。很old school的作品，情感描写足够细腻，大黄蜂很萌。
94,西楼尘,3,2019-01-01,大黄蜂饲育指南：平时假装乖巧，性格比较火爆，不喜卫生纸，偏爱臭鸡蛋。吃住不挑，乐品不好，时而调皮，有仇必报。听歌口味刁钻，没事喜欢乱跑。头脑简单，四肢发达，不易进水，无需保养。严禁与宠物留在家中，远离沙发电视，穿鞋尺码较大，烤漆成本较高。爱说话爱卖萌，斗得过霸天虎，装得了小绵羊。
71,阿德,5,2018-12-28,超出预期的好看，相比一出来就开干的机器人大战，还是喜欢这种充满温情的故事，有点《外星人ET》的意思了，配乐也很好听，准备IMAX再刷一遍。
68,皮革业,2,2019-01-04,把大黄蜂拍成了大金毛，内核相当于直接发录像带的宠物电影。80s元素堆砌出廉价的贩卖感，一水hair metal、new wave、synthpop原声感觉是和《头号玩家》一块批发来的，另外大片界的朋友能不能放John Hughes一马，致了敬的糟泔还是糟泔。桥段的陈词滥调也足够凑成半本伊伯特的毒舌词典。两颗星的感情分全给复原G1开场的赛伯坦之战，还特别短，千万不能迟到……
79,Pegasus,2,2019-01-04,我希望剪掉所有有人类的部分 我只想看塞伯坦星球以及变形金刚们互相对锤 另外 类型融合这个事要做的巧妙 青春期的女生和变形金刚这俩个东西很难放在一块 类型不同 不要硬融 很尬
60,法兰西胶片,3,2018-12-11,6.5。一开场就流泪系列。同时也是，开场流完泪就冷漠脸系列。虽然美术回到G1时代（其实也不彻底），但剧作思路还是摆脱不了卖拷贝，反派的战斗力还有人类的战斗力逻辑依然混乱，并且大黄蜂什么时候能不做家宠啊请问？把家搞得乱七八糟也是第二集就拍过的啊。又想可爱，又想英姿飒爽，可是对暴力和卖萌都那么娴熟，性格是令人怀疑的。还有最可怕的电击复活，这桥段看得人想再立刻死去。到头来，最成功的角色，其实是那个弟弟。
73,下雨天的小狗,5,2018-12-21,耐克帝国要无人继承了！大黄蜂讲了一个很棒的故事，首尾呼应细节很赞！各种八十年代的痕迹！
47,Castor,4,2018-12-20,How to train your Bumblebee to be a puppy
46,施舍翅膀,5,2018-12-14,"不知道怎么吹《大黄蜂》太一般的吹法都会显得矫情，这样吧：
如果《大黄蜂》在2018年上映，那这就是我的2018年院线最佳！！！没有之一！
变形金刚系列首部独立影片，本以为是“卖拷贝”把这个蹂躏成渣的大IP榨取最后一滴价值，实际上完完全全彻彻底底地远超想象，于我是超越《头号玩家》的致敬神作！80s脑残粉光听歌都频频泪奔，我想拿着放大镜一个像素一个像素地找他们房间的细节彩蛋，还致敬了一众老电影和世界名画…吹不完，无数次鼓掌流泪，只想对导演和编剧表白！
GENIUS！！！
BRAVO！！！"
38,Strelizeia,4,2018-12-26,bumblebee应该推荐给所有女生去看，因为这样的恋人未满的说，关键话少、热爱音乐、会听你指挥、有男友力☜视你为第一位（确认拯救🚗人 任务之前）[机智]
32,王大根,4,2019-01-04,简直可以说是《成长边缘》的科幻版续集，《变形金刚》被做成青春喜剧倒也算别有风味。外星高级生命宠物化的时代看来已经全面来临，以后就算异形蹲在地上伸爪子摇尾巴我也不会觉得奇怪了，不过这种设定对我来说就相当于韩剧第一集男主角必须脱衣服洗澡一样，一面大翻其白眼一面又看得津津有味……
32,SleepWalker,4,2018-12-28,7。风格完全区分卖拷贝，最不像变形金刚的一版变形金刚电影，把它当成夹杂了科幻元素的青春片、家庭片看可能更合适。大黄蜂什么鬼，完全是大黄狗，忠犬属性逆天，也是目前为止最讨好女性观众的系列作。略过羸弱的故事部分，本片80年代风还原得不错，服装道具复古味浓，还瞅见了《怪形》的海报。最满意的一点是这部可能贡献了系列最佳的格斗场面，虽然登场角色系列最少，但开场从塞博坦延续到地球的两段格斗戏和最后一挑二都设计得漂亮，干脆利落。所以不管本作票房和口碑最终如何，我觉得耐克公子还是暂时不会继承亿万家产了。
42,寶寶,5,2018-12-20,大概是最催淚最溫暖的一部吧..大黃蜂「死掉」的時候你甚至可以聽到電影院裡面那些小孩在喊「No～～～～～～～～bumblebee noooooooooo～～～～～～～～～～～～～～～」的聲音
39,饮歌,4,2018-12-21,"很高兴看到这个系列回春了！故事饱满、细节充沛，加上一流的特效和绝对值得收藏的配乐，让人找到了11年前看第一部时的激动和兴奋。导演不愧是拍动画片出身，天马行空的思维果然复活了大黄蜂，so nice to see you again, BumbleBee!"
34,亵渎电影,2,2019-01-07,看完了真的是懒得来豆瓣吐槽，公号那边写写就算了，有什么可说的呢？把《大黄蜂》拍了少女养成系的“小黄狗”，按照类型片套路生搬硬套的那种片子，被时间点赶着走，一切都是功能性的设计，演了上一场，下一场的情节就失忆了，就拿复古青春片的标准来，这片子的逻辑有问题也无法及格，观影时好几次被它的逻辑打败，比如女主角和黑小哥去救她的小黄狗，结果空军基地里一个守卫都没有。变形金刚电影宇宙什么时候开始走少女路线了，据说这片子的投资是1.35亿美元，就拍这个？这种时候开始怀念迈克尔·贝导演当年的TF三部曲了吧，至少贝导拍的那些狂轰滥炸的动作戏还是很够味的，动作戏拍的很有想象力。
33,摩诃曼珠沙华,3,2019-01-02,能把钢铁的机器人做的蠢萌蠢萌的，可见导演对动画塑形的功力很深。剧情很还原动画，但是，我觉得也略软，少了激烈，适合全家来看吧。
1,Bryan·M,5,2019-01-18,"耐特重视剧本证明了系列最佳口碑并非浪得虚名。我十分惶恐的发现整整5部总人物塑造居然比不过一部BBB！细节讲究，无论正、反双方的面部神态、说话语气都相当拟人化，变形金刚的眼睛也终于让我感受到“机械智慧生命体”的灵魂而不是爆炸贝那堆异己必诛只会用工具的玩意！海莉妹子跟大黄蜂同框实在是配一脸，化学反应十足。80年代怀旧风的背景和色调太暖心，有一些GTASA电台也有收录，情怀加分！整部电影又是在模式上对历代大黄蜂经历的致敬，看到G1大战几个经典角色的造型和最后变成80版科迈罗的蜂蜂，眼眶湿润……有情怀、有细节、有干货、有想法，麻雀虽小五脏俱全。不是居然比变2还低分？SHAME ON ALL OF YOU!!!
12年电影粉认证5星！！！"
1,Cynosure,5,2019-01-19,Bee头上的两支小鹿角好像喵星人的飞机耳啊！2333。女主妈的声音有点像谢耳朵的妈啊，真德州人？还有女主跳水那个，喂！你确定水足够深吗？Anyway，机器人回归经典造型了！
29,大奇特(Grinch),4,2019-01-01,这次独立的大黄蜂电影试图用更走心、更聚焦的视角和更少的爆炸来重塑《变形金刚》。80年代的背景，使影片呈现出八九十年代商业片才有的面貌。大黄蜂和女孩两个角色是互补性质，相互取暖与成长，就像ET、钢铁巨人和大白，拥有意想不到的温暖和幽默。定格动画导演的优势就是非常注重动作细节，变形具有动画版的变化细节，打斗也不再是两块铁揉，能看到招数。
36,内有恶犬,4,2018-12-11,五米忠犬大黄蜂，进可飙车退可听歌，擅长摸头杀和puppy eyes，蠢萌体贴又耐打，完全是献给广大女性观众的实用型宠物情人。
31,舌在足矣,3,2018-12-22,"Nah, the first Transformers is still the best. And whatever happened to the Cybertron language?"
38,桑下,5,2018-12-20,这部比起之前的变形金刚系列可以打一万分好评了。非常好看。
33,Ada Wang,3,2019-01-04,变1>2>大黄蜂>=3>4>5，变形金刚版的水形物语和我的机器人男友，信我，女主爱的是大黄蜂，男二打酱油的备胎电影结局还被踹了。大黄蜂本电影角色扮演大白和无辜傻白甜。前传的故事设定继续推翻前作变1，我记得很清楚山姆的曾祖父发现了威震天然后美帝研究了100多年逆向工程发明了各种火箭技术和高科技。BB电影冷战人类又不认识霸天虎了不知道怎么回事，把这个设定完全推翻不断自我打脸了。前一秒BB还被人类的武器打得毫无还手之力然后看到女主小宇宙爆发开启黑化模式？一个高科技机器人居然需要人类发明的电击枪才能复活？EXM？人家是火种源生命体好不好！中规中矩的前传系列。说实话，Transformers系列讲笑话越来越不行了，BB仍然抄袭的1和4里面卖拷贝用烂的笑点，反正我是全程黑线。
16,掉线,3,2019-01-04,【C+】新版竭尽全力与卖拷贝版划清界限，整体风格更偏向怀旧向的动画片，耐克公子对内容全局的取舍与把握到位，但整体差好几口气，这当中有剧本也有导演的问题，女主的成长，恋情，与大黄蜂的友情，和家庭的关系，都只有变化过程却缺失根据，跳水的戏处理更差到让其几乎变得多余，导致情节永远比情绪先到，无法水到渠成的调动观众入戏，只好反复用配乐硬带。最后电影也不可避免的成为了另一种干巴巴的套路。
18,二十二岛主,3,2018-12-22,一部很工整的“大黄蜂”独立电影，发掘出了这个人物本身的萌点，他在影片中的表现确实像一只宠物一样，也成为了最能吸引观众的地方。女孩与他并肩战斗的过程，也是找寻自我、与家人和解的过程，这条线索最打动人。特效、青春、热血、复仇这些都没得说，但整体并没有太大的惊喜，还是在同类型影片的框架之中，略遗憾。最喜欢的是电影中的复古感，男孩墙上海报能看到致敬《怪形》，有学到一点神韵。
23,大聪看电影,3,2018-12-20,如果想在电影中看到慢动作漂亮的回旋踢（动作戏），你们会想念卖拷贝的。文戏虽好但有点贪杯，大黄蜂卖萌专题片，我决定入一只大黄蜂手办。
0,云烨五爷,3,2019-01-20,哪里都不忘记虐蜂，蜂什么时候才能飞？？？反派又能变豪车又能变飞机，B127显得弱爆了（虽然不是真的弱）打斗，爆炸场面太少，差评！！！故事结构和变1差不多，造访地球，结识朋友，然后打怪升级。女主的卷毛弟弟长得好像甜茶啊！！！我要回去把变3再看一遍！另外：什么时候出个禁闭或者热破的独立电影，想看禁闭打嘴炮，想听热破的法国口音。还是喜欢什么都有可能爆炸的场面。
22,欢乐分裂,2,2019-01-04,2.5；剧情粗疏粗暴幼稚，就当听一回金曲串烧，爱她就要爱the smiths，作为真爱粉简直感激涕零，配歌满分，为配合发言系统选取的歌词也堪称神来之笔，可爱到爆。邪恶科学家+跨界依赖，跃入水中+指尖碰触，真的很像《水形物语》了。
13,科林,3,2019-01-02,"女孩与大黄蜂指尖触碰的瞬间颇有当年NOKIA开机视频的灵韵，手牵手、心连心。相比迈克尔·贝对爆破场面变态的一味执念，此番耐克公子则把侧重点放在了“人车之恋”上。更多的温情戏使得人类角色不再可有可无，而是有血有肉地融入在整个故事整体中。再加上80年代摇滚金曲串烧，这招怀旧牌很能打动死忠粉的心（那么问题就来了：能不能换我去继承NIKE的产业？……）。
推荐观看IMAX版，全程满屏，爽！"
14,不流,3,2019-01-06,这股商业片卖情怀卖萌的风潮什么时候能结束？
32,飞翔的茶壶,2,2019-01-01,两星给小黄的战斗模式，傻白甜模式反正是激不起我的母爱之心。开片好感度最高，萝卜互虐那段换成人形想想好刺激好带感，可惜随后一路暴跌，“如何花大钱把好IP拍成大傻x”的典范，特别适合“谷阿莫x分钟吐槽xx”，美帝军方要是这么弱智，你球绝对没有未来了，年轻人的第一辆车是个多适合发挥的主题，能拍成没有最傻x只有更傻x真的让人无fa可说。
1,書衣偵探華斯比,4,2019-01-17,很合家欢的变形金刚电影，特效很克制，没有之前五部的狂轰滥炸，大部分特效集中在两段赛博坦之战上。时代背景多了几分怀旧感，希望能借此机会重启变形金刚系列。另，听说《超能勇士》/《猛兽侠》要拍了？
11,汽车大师,3,2019-01-05,这类八零精萃集锦片有点泛滥了，我知道TF最初不过是卖玩具的广告片，可把金刚当宠物玩具人类好朋友的ET戏看得我还是好瞌睡。三十年后对严重政治不正确的约翰休斯来拨乱反正就是主角女geek，黑人扮nerd，jock当然还得白种金发男
8,心生,3,2019-01-05,7分。这次的大黄蜂可爱到了新高度，蹲着坐着的时候更是各种萌。成长之路上的少女与重振之路上的汽车人，很好的陪伴与互补。赛博坦之战虽短，但还是看得激动。人类男女主都表现可以，但是配角John Cena的表演却是一脸的笨拙，看着都糟心。PS：片尾还是看到了那个熟悉的名字——迈克尔·贝（制片人）。
12,徐若风,4,2019-01-04,3.5 emmm其实还是动画片的思路，就像斯皮尔伯格拍《水形物语》哈哈。一部丧暖、纯良、怀旧的电影，用简单的故事做简单的情感触发点。
14,瓦力,4,2019-01-01,系列重启首作让大黄蜂走卖萌喜感暖心路线是对的（总不能让擎天柱去卖萌吧？）一方面出于对女性观众市场的考虑，另一方面又与爆炸贝系列明显区分，这是此前电冰箱打洗衣机式简单粗暴无法给予的，本片前半段在讲故事层面比较用心，后半段也有像是偷懒造成的过度俗套，但质量完胜除《变1》外所有《变形金刚》电影是毫无疑问的。《变1》里让金刚们学会人类语言的小细节真的很赞，总比一上来就沟通无障碍自然些...7.5/10
20,毛香菇,4,2018-12-27,比卖拷贝拍的好太多，大黄蜂萌萌的大眼睛勾起了我童年痴迷变形金刚的回忆，但我拥有的第一只变形金刚是——红蜘蛛……
13,凹凸,4,2018-12-29,想不到在泰国看了五部电影 最喜欢的一部会是大黄蜂 无甚新意但一切都对
28,忆语_狮子男巫,2,2019-01-02,Seriously我感觉迈克尔贝的第一部比它好太多了，那种低角度拍摄带来的史诗感和伟大感啊。
13,柯里昂,3,2019-01-04,前半段大篇幅的EDU（养成系），中段杂糅RAC（赛车类）和FPS（射击类），结尾5分钟FTG（格斗系），为了照顾所有受众（大人、小孩、男人、女人、系列粉、路人粉...），也算是煞费苦心。连小姑娘都能跳塔了，你让巨石强森们和阿汤哥们怎么活。
9,红豆♥,4,2018-12-22,为了大黄蜂加一分。看到小女孩第一次眼神冀冀地看着大黄蜂的时候就泪崩了。糟糕无望的青春期，总是希望发生点什么，遇到大黄蜂这个经历也太幸福了吧。
7,恶魔的步调,4,2019-01-04,变形金刚拆地球前传：黄黄小忠犬。虽然本质还是teen sf，但打的一手好怀旧牌，估计拿那些老歌版权该花了不少钱。
16,羚羊的灵魂,4,2018-12-11,先嫌弃爆炸贝130秒。以前的变形金刚有多难看，这部大黄蜂就有多好看，每条故事线都很暖，是这个冬天我看过最治愈的电影了。犬系大黄蜂太可爱惹！事实也证明，斯皮尔伯格的ET太经典了，把这个模式套用好就可以保证不翻车。
10,Cycble,4,2019-01-01,英雄救美，铁汉柔情，硬是看出了萧峰阿朱塞上放牧牛羊的情景。美女驯服了大黄蜂，就像小王子驯服了狐狸，生怕卧室里的天猫精灵哪天突然变形。这哪里是大黄蜂，这分明是集小黄人的贱萌，大白的忠犬于一身的男朋友，谁不想要？
7,无耻不混蛋,4,2018-12-31,与卖拷贝“哐哐哐”从头无节制打到尾的直男癌走肾动作片相比，“耐克公子”显然要走心的多。做为“变形金刚宇宙”中首部“单机器人”电影，影片成功的关键在于“大黄蜂”形象的建立。大黄蜂被成功打造成了比金刚、大白还憨还萌还暖的“小奶狗”。这不再只是一部简单的动作片，更是一部充满怀旧色彩与复古情怀的青春成长片。好想要一支“大黄蜂”当男友。被【宇宙最强男友】实名圈粉。
13,天之行者,4,2018-12-22,"作为《#变形金刚# Transformers》系列的重启作（有看的都知道，这不是重启就有鬼了），可以说它在爆炸场面、变形帅气度的确都不及Michael Bay在首集的水准，不过Travis Knight做得好的是有在正常说故事，而不是把角色及大黄蜂变成毫无灵魂的空壳。因为大黄蜂战损及没了正常发声系统的关系，所以全片有大半时间都是一只有点胆小又不能说话的蠢萌宠样，而觉得自己没有家人寄托的女主也因此与大黄蜂建立了关系，虽然很套路但就是受用。

至於战斗场面全片主要金刚就是汽车人的大黄蜂（顶多加上出场不多但造型经典的#擎天柱#）及霸天虎的两部，所以没法搞成爆炸贝的轰轰轰轰轰轰场面，但实际在最终战时，大黄蜂的灵活身力其实也挺有看头。
评分：8分（前提，不要以《变形金刚》1的爽度去衡量此片）"
7,汪金卫,1,2019-01-12,稍微带点脑子看都会被逻辑气死。从头到尾充斥的那些俗套桥段比影片背景年代更要老掉牙，超级战士变成小奶狗设定的扯淡程度与外星球高科技机器人用最低效的说话形式沟通最原始的肉搏方式战斗有一拼。水到家的剧情即使回到80年代也能被卡梅隆拿着《终结者》和《深渊》吊打。除了展示派拉蒙孩之宝多有钱能够随便买下几十首劲歌金曲版权，以及证明他们的编剧多好骗稿费外，我看不出拍这部电影的意义
9,刮刮油,3,2019-01-06,人类文戏太多，演技又平平，全靠bee的卖萌撑场子了。
18,丰,1,2019-01-04,现在的片子不把非人角色弄成小奶狗卖萌就TM不能拍不能赚钱了是吗？？？连变形金刚都要毁？萌NMLGB！超人类智慧生物你当成狗拍？大黄蜂还是大黄狗啊？我可去你的吧！我还不如花钱看卖拷贝的一帮大铁蛋XJB打来得值。毫无基本逻辑情节强行乱凑就更不说了，以至于我一度怀疑这是一部面向12岁及以下小观众的电影。真实气到吐血。变1如果90分这部也就15分。
9,Amberose,3,2018-12-16,略平淡，大黄蜂和少女虽然可爱，但是人类军方宛如弱智
9,文森特九六,3,2018-12-16,活力四射的八十年代路线永远是靠谱的，事实再次证明当初撕皮包的构想是多么的正确。
6,搬砖侠,3,2019-01-02,换了导演之后，果然为已经被卖拷贝同学拍烂了的《变形金刚》系列找回了几分好感。耐克公子完全是照着好莱坞合家欢温情片的风格加上《金刚》之类的“人兽恋”的套路来拍，主题非常符合好莱坞的核心价值观，大黄蜂被拍出了一种讨喜的萌感，不再纯粹依赖视觉狂轰乱炸，反而追求故事走心。虽然情节略显老套，但作为一月仅有的好莱坞进口片，想要大卖应该不难……
11,近似无限透明的蓝色,2,2019-01-04,加条裙子画个party装，再把假发戴上，可以出一个变形金刚芭比系列了。小奶狗的设定实在接受无能，滥用的怀旧金曲也已听腻，至于老土的搞笑桥段与守护情节，放在二十年前或许还有些新鲜。拜托，在这个非腐即娘炮的年代，给老人家留点童年回忆好不好？
5,基瑞尔,3,2019-01-04,海狸的部分一开始就彻底把这部片子变成了<Edge of 1987 Eighteen>哈哈哈。不免俗的有烂俗金曲打包（怀疑每年的Take On Me和Don't You Forget About Me的版权使用都是打包卖的！）、外咖少女成长记，但有一种特别的可爱。虽说打斗戏这样的硬核戏份很少，但是这个IP退回到起点，重新试着探讨“他”与人的关系，试图唤起像Charlie面对B-127那样的恐惧、珍惜和携手作战的精神，还是可圈可点。【片尾海狸的Back to Life特意做的remix好听到cry【后排阿姨一直和女儿小声bb里面Otis小弟弟是低配年幼版的你们甜茶23333
12,萨库拉,2,2019-01-04,想做ET想做King Kong想做少女成长，最后啥都没做好，有的关键戏也太水了。
6,二火山,3,2018-12-14,这哪儿是番外篇，明明是重启之作，忠实动画造型是最大亮点。讨老斯欢心的ET模式，可以各种套用，大黄蜂的战斗力对我来说一直是个谜，赛博坦星也存在小宇宙一说吗？
7,纤纤,3,2019-01-04,可以这个大黄蜂，男友力爆表了，情节叙述不错。
3,Mr. Infamous,4,2019-01-04,差点忘了，《变形金刚》系列还能有温柔的情感共鸣。看到Charlie和Memo在车中站起，《壁花少年》般驶向未知的自由、欢乐与无畏，看到这些生死之交，刀山火海也去，枪林弹雨也去，又看到风平浪静意味着不知终日的别离，就觉着熟悉的感慨。这种触动也基于骨子里的可爱，大黄蜂与男女主，还得加上配音的迪伦·奥布莱恩，以及藏于背后的耐克公子。
17,宇宙电影王,2,2019-01-04,剧情越演逻辑越离谱，后半段干脆放手烂梗一锅煮，即使开头华丽的赛博坦之战也救不了你，大黄蜂
5,翻滚吧！蛋堡,3,2018-12-11,3.5 大黄蜂都来和小黄人比萌了，踹掉卖拷贝后这个系列也难得的有了温度。
4,what'swilliam,3,2019-01-04,3星半。耐克大公子是有才的。这部变形金刚系列片和之前的变形金刚45部相比，最大的优点是不墨迹，不像老太太的裹脚布。1.本片又名《叛逆少女的萌宠小奶狗养成》。2.废品厂的爷爷人真好。3.撕逼啦！大黄蜂吐槽破坏王拉尔夫的音乐品味。4.剧本弱鸡，电击修复记忆单元太扯了。5.最后是致敬《水形物语》么？6.少女手虽巧，基友人更好，所以最后大黄蜂还是得回到擎天柱欧巴身边。ps：《变形金刚》系列我还是最爱第二部，有八仙过海的感觉。
